geo_id;country_id;region_id;timezone_id
3265;cb82fc;;dea15c
9612;c31b4e;200d3c;e56e80
4359;c31b4e;908bcb;e7021b
5277;c31b4e;8ccc01;e56e80
1738;c31b4e;312724;115b511
1070;fb8253;;10e9705
5823;c31b4e;23f650;f6155e
9557;1234f1d;781fdd;1054b86
5696;c31b4e;36e3f3;f6155e
2040;c31b4e;2dda09;ced83d
2487;fb5b6a;;127c7c9
1987;c31b4e;4653ce;1304d52
5987;e83aaa;;e1fb2c
1;c31b4e;28d2d6;e56e80
410;c3a1c9;;ce31cc
3151;10400ef;;1062fcf
3940;c31b4e;325fef;e56e80
8244;c31b4e;8bd341;e56e80
3481;c31b4e;1943cd;e56e80
1236;121db33;2e3fbd;ac9429
8703;11cdd96;;10331e0
9528;c31b4e;97023a;e56e80
8925;c31b4e;4b9ad7;e56e80
8147;c31b4e;15e0e9;115b511
2314;c31b4e;5f9c68;9cdb77
9869;c31b4e;7f70c5;e56e80
7034;c31b4e;30af3a;12119c5
6484;1017101;;12c06d9
1679;aad375;;106c414
7394;c31b4e;6de952;be683c
3694;c31b4e;7f70c5;e56e80
7989;c31b4e;4653ce;1304d52
4850;c31b4e;2dffbc;f7f7b5
7177;b6f18c;;117537b
9102;c31b4e;393070;caf0e9
9183;c31b4e;247d24;f6155e
2775;110628b;7c5dd6;11a38d2
4750;c31b4e;54fad0;e56e80
1646;ec9dca;;11b67b4
3253;128934f;;9a7241
2055;c31b4e;312724;115b511
490;c31b4e;895e40;109a080
3691;fa7aef;;11045f3
3266;11c9321;;cb963a
9439;12e01ed;;e9abe1
253;c31b4e;21a759;ef97a6
3743;db21ba;;10480cf
3898;1234f1d;5885ec;fd4ddf
8530;1234f1d;12299b;d903ee
4876;c31b4e;8f242c;e56e80
3436;c31b4e;4a7606;e56e80
2648;ac5671;808618;b017ac
7090;c31b4e;2dda09;ced83d
9430;11c6cd6;;12f5b0f
1219;c31b4e;44520b;e56e80
7698;af12ca;3a5545;124b6f2
8243;eba88b;278ed8;10b11be
3779;121db33;1fb83f;ac9429
1076;c31b4e;861907;e56e80
9285;c31b4e;f66ff;f6155e
8414;11f5678;;a3f791
5908;1234f1d;15b418;1054b86
2300;f9129d;;a94bd3
9483;c31b4e;74ebb5;b72333
8900;1234f1d;501002;fd4ddf
1526;1040098;;1142529
7364;a6bc04;;1128d16
5894;c31b4e;28d2d6;e56e80
9981;ac5671;33ffc7;b017ac
2536;fae838;;b9ef57
4610;c31b4e;2f89a3;f6155e
2360;c31b4e;71ddeb;b72333
6080;103bf7d;71f42c;d93ac7
7071;c31b4e;44520b;e56e80
7863;c31b4e;1b18a1;e56e80
1599;1017101;;fd30a9
4612;c31b4e;23f650;f6155e
5164;c31b4e;8e99a5;e7021b
7354;10dee64;;cdb1d7
6373;f9129d;;d20730
4061;c31b4e;21d92d;f6155e
8479;121db33;1fb83f;ac9429
2903;c31b4e;776e76;10b7947
499;c31b4e;3f774e;f6155e
1795;b67414;;c8e1b1
2855;a175c5;;df925b
2896;c31b4e;776e76;10b7947
7773;fb5b6a;;127c7c9
8241;1016727;;f91be1
1817;c31b4e;4653ce;1304d52
1289;128934f;;9a7241
9453;c31b4e;2f89a3;f6155e
5622;c31b4e;2f89a3;f6155e
2799;c31b4e;626fb3;e56e80
7073;10dee64;;cdb1d7
3452;c31b4e;776e76;10b7947
9482;110628b;4c252c;11a38d2
7797;c31b4e;21a759;ef97a6
9852;10dee64;;cdb1d7
1509;1234f1d;15a554;d903ee
9245;ff9306;732e61;e38b8d
7357;c31b4e;393070;caf0e9
259;eba88b;6c6dd9;fb36b2
3550;c31b4e;393070;caf0e9
1512;c31b4e;65517e;c65773
694;e42b42;;cc268e
6261;9bd92f;;100cd5d
9969;c31b4e;44520b;e56e80
2377;10d5df1;;f34c29
9677;1075e95;;11fe92f
1085;e37756;10a54a;e3abc2
712;b67414;;c8e1b1
8175;12c1ffb;;999685
1129;af12ca;43b8e4;accf88
5294;1270011;;be2e6c
6083;1234f1d;8e6ae0;1054b86
5109;128934f;;9a7241
7826;1234f1d;15b418;1054b86
9333;110628b;4aa538;11a38d2
7732;c31b4e;65517e;c65773
7335;aad375;;106c414
1053;c31b4e;19dc38;ab90ca
195;c31b4e;52b73e;e56e80
3692;c31b4e;7bb66a;e56e80
6316;c31b4e;325fef;e56e80
614;10d5df1;;aa8dba
3271;c31b4e;74ebb5;b72333
2219;c31b4e;23f9c2;f6155e
5791;c31b4e;52b73e;e56e80
7176;e83aaa;;e1fb2c
8894;1017101;;d9a893
8032;c31b4e;23f9c2;f6155e
5951;eba88b;5cf5d0;10b11be
8103;ac5671;324936;b017ac
824;c6a04b;;e0663e
4981;c31b4e;23f9c2;f6155e
6163;1234f1d;779ac8;1054b86
4665;c31b4e;247d24;f6155e
9057;af12ca;21e52f;992ebe
344;1075e95;;11fe92f
1876;b98648;4b1d48;ad8d84
9302;c31b4e;501fb0;e56e80
2748;c31b4e;470e75;f6155e
7293;c31b4e;52b73e;e56e80
1205;1075e95;;11fe92f
8327;fb5b6a;;127c7c9
2939;bfeaba;;10cc860
5916;1017101;;fd30a9
4728;c31b4e;2f1b83;c1ffd0
5362;1017101;;12c06d9
6146;110628b;66d3bf;11a38d2
5758;c31b4e;21a759;ef97a6
7918;11391c1;;b8185a
2455;10dee64;;cdb1d7
158;ca9a3a;;f59bb5
9429;eba88b;6c6dd9;fb36b2
9678;c31b4e;5f9c68;9cdb77
6451;1234f1d;239fcc;d903ee
6173;110628b;6a5e29;11a38d2
4099;1234f1d;3fddc5;1054b86
7174;1234f1d;781fdd;1054b86
1412;c31b4e;2d97a6;dd8d07
4909;c31b4e;19dc38;ab90ca
3566;c31b4e;626fb3;e56e80
262;1017101;;99306f
299;11c9321;;d78799
8408;e83aaa;;e1fb2c
8201;aaf8e3;;1279dc9
551;c31b4e;71cac2;e56e80
7392;ad6094;;103b45e
241;c31b4e;8ccc01;e56e80
5932;110628b;;11a38d2
6269;eba88b;8161cb;10b11be
1863;af12ca;554987;accf88
7187;c31b4e;908bcb;e7021b
8641;9bd92f;;100cd5d
9265;9bd92f;;100cd5d
2908;b6fcb4;;12dac7d
3052;c31b4e;36e3f3;f6155e
4721;fb5b6a;;127c7c9
3609;10dee64;;cdb1d7
3979;af12ca;6b6fa4;fcd4df
1904;af12ca;8f6a85;1041045
1101;c31b4e;312724;115b511
2381;eba88b;77d899;10b11be
6788;c31b4e;36e3f3;f6155e
526;c31b4e;2dffbc;f7f7b5
3150;c31b4e;616bb9;af47f1
2275;eba88b;8161cb;10b11be
2313;c31b4e;21a759;ef97a6
8911;c31b4e;7f70c5;e56e80
8212;e83aaa;;e1fb2c
2350;10dee64;;cdb1d7
9539;c31b4e;5f9c68;9cdb77
5150;af12ca;6b6fa4;fcd4df
3797;c31b4e;908bcb;e7021b
5874;a8e281;;9d9c67
1110;9bbbd5;;1037572
9467;1234f1d;56bb94;fd4ddf
3310;fb8253;;10e9705
6091;c31b4e;21a759;ef97a6
3114;c31b4e;74ebb5;b72333
1573;c31b4e;7f70c5;e56e80
8345;af12ca;6049d8;992ebe
2118;eba88b;38bf98;abea49
6948;eba88b;102f73;f55fca
7452;c31b4e;393070;caf0e9
669;9bbbd5;;1037572
1775;c31b4e;501fb0;e56e80
213;9bd92f;;100cd5d
2004;1017101;;fd30a9
95;c31b4e;88d31e;ef97a6
566;c31b4e;2dffbc;f7f7b5
7369;1234f1d;15b418;1054b86
8604;eba88b;8f9453;d5b4d6
1788;c31b4e;8beef1;e56e80
7741;c31b4e;36e3f3;f6155e
9488;103bf7d;45246c;aa99e9
7063;9d0c6e;;c1f825
3181;af12ca;660d08;992ebe
6396;c31b4e;23f650;f6155e
2655;1234f1d;8e6ae0;1054b86
8528;c31b4e;54fad0;e56e80
9933;fb5b6a;;127c7c9
4093;e878d4;;ec4385
6371;c31b4e;2f89a3;f6155e
8191;f9129d;;f37c5c
359;c31b4e;1b18a1;e56e80
4807;c31b4e;97023a;e56e80
1753;1234f1d;37e04e;1054b86
8434;1234f1d;3cc8d2;fd4ddf
1938;c31b4e;24389d;e56e80
548;11b0fa0;;10353c2
8509;121db33;4e3184;ac9429
7217;c31b4e;7bb66a;e56e80
2774;121852c;;aab14a
9318;c31b4e;2dffbc;f7f7b5
9315;1234f1d;781fdd;1054b86
7733;c31b4e;2f1b83;c1ffd0
7328;c31b4e;88d31e;ef97a6
5225;1234f1d;15a554;d903ee
2525;c31b4e;44520b;e56e80
5969;1234f1d;12299b;d903ee
3339;c31b4e;1fbfa5;e56e80
3801;b67414;;c8e1b1
7904;c31b4e;7f70c5;e56e80
2552;1016727;;f91be1
4009;c31b4e;1b18a1;e56e80
1859;1017101;;fd30a9
5634;1234f1d;56bb94;fd4ddf
4190;b67414;;c8e1b1
1098;c31b4e;245864;e56e80
9731;eba88b;801fe9;10b11be
1099;c31b4e;8ccc01;e56e80
638;121852c;;aab14a
47;af12ca;27f4bb;992ebe
6951;c31b4e;23f650;f6155e
6470;c31b4e;21a759;ef97a6
7484;ee09b3;;c5c1c4
1146;c31b4e;71ddeb;b72333
4152;c31b4e;8f242c;e56e80
3687;c31b4e;6398c6;e56e80
9287;c31b4e;312724;115b511
4798;9bd92f;;100cd5d
2276;c31b4e;6de952;be683c
4319;1234f1d;5885ec;fd4ddf
7847;eba88b;8161cb;10b11be
127;c31b4e;607a45;e56e80
7338;c31b4e;2dda09;ced83d
6700;c31b4e;7ccd2c;e56e80
6252;b67414;;c8e1b1
3335;c31b4e;23f9c2;f6155e
3599;c31b4e;37246e;b4a275
9161;c31b4e;7ccd2c;e56e80
3038;c31b4e;3c9dca;e56e80
5632;c31b4e;71ddeb;b72333
7838;c31b4e;861907;e56e80
8172;c31b4e;607a45;e56e80
1386;c31b4e;7f70c5;e56e80
4911;11d9b69;;12ec479
5115;c31b4e;607a45;e56e80
9602;c31b4e;8beef1;e56e80
5148;c31b4e;200d3c;e56e80
4494;c31b4e;3c9dca;e56e80
9219;c31b4e;54fad0;e56e80
7121;eba88b;19bf7a;10b11be
7995;c31b4e;8ccc01;e56e80
189;1234f1d;15a554;d903ee
8619;c31b4e;52b73e;e56e80
8855;c31b4e;6398c6;e56e80
9400;1234f1d;561765;d903ee
7279;ad6094;;103b45e
8040;1234f1d;781fdd;1054b86
7483;1234f1d;1ca4c9;d903ee
226;c31b4e;393070;caf0e9
7235;eba88b;1c8a80;abea49
1128;eba88b;6c6dd9;fb36b2
9196;fb5b6a;;127c7c9
5793;eba88b;8161cb;10b11be
6002;c31b4e;501fb0;e56e80
4556;c31b4e;8ccc01;e56e80
7950;e37756;4064ad;e3abc2
8154;c31b4e;97023a;e56e80
1731;fb8253;;10e9705
7367;103bf7d;672fce;d93ac7
8291;1017101;;12c06d9
8769;f93766;;fac7eb
9965;128934f;;9a7241
281;1017101;;12c06d9
6414;1234f1d;781fdd;1054b86
2020;eba88b;1c8a80;abea49
4792;c31b4e;28d2d6;e56e80
7699;c31b4e;5f9c68;9cdb77
8990;c31b4e;1b18a1;e56e80
5767;a6e30a;;d13ae1
7853;c31b4e;1fbfa5;e56e80
2555;c31b4e;36e3f3;f6155e
2668;c31b4e;44be29;e56e80
8442;c31b4e;2dffbc;f7f7b5
2208;1234f1d;561765;d903ee
6662;c31b4e;37246e;b4a275
6329;c31b4e;626fb3;e56e80
1746;1234f1d;3fddc5;1054b86
3836;c31b4e;470e75;f6155e
475;c31b4e;8bd341;e56e80
4484;11720a5;;ac87dc
3258;12cfbb7;;c481e2
771;fb5b6a;;127c7c9
229;c31b4e;7bb66a;e56e80
4559;c31b4e;28d2d6;e56e80
7149;10400ef;;1062fcf
5125;af12ca;21e52f;992ebe
1288;121852c;;aab14a
7596;c31b4e;312724;115b511
446;c31b4e;23f9c2;f6155e
3277;c31b4e;470e75;f6155e
3314;c31b4e;37246e;b4a275
9361;1234f1d;1fc79f;1054b86
1309;c31b4e;5f9c68;9cdb77
6210;af12ca;312358;992ebe
5426;c31b4e;1b18a1;e56e80
9860;c31b4e;15e0e9;115b511
3246;af12ca;3a5545;124b6f2
3744;c31b4e;200d3c;e56e80
9146;11b6849;;d4b79e
2849;a8e281;;130d281
2494;e48e27;;f0c3df
9598;11b6849;;d4b79e
6160;121852c;;aab14a
3957;1234f1d;2090c5;1054b86
98;c31b4e;52b73e;e56e80
7613;ca9a3a;;f59bb5
9718;c31b4e;19dc38;ab90ca
7761;c31b4e;908bcb;e7021b
8173;1234f1d;779ac8;1054b86
4469;aad375;;106c414
3201;c31b4e;2f1b83;c1ffd0
9399;9bd92f;;100cd5d
3279;c31b4e;97023a;e56e80
2617;1252eca;;c06f07
5364;e42b42;;cc268e
9073;c31b4e;8f242c;e56e80
5850;c31b4e;501fb0;e56e80
9583;c31b4e;7c6a57;e56e80
1454;eba88b;4fa5f4;abea49
9478;1234f1d;2090c5;1054b86
7738;c31b4e;37246e;b4a275
3859;c31b4e;23f9c2;f6155e
9511;c31b4e;97023a;e56e80
986;c31b4e;74ebb5;b72333
8973;c31b4e;23f650;f6155e
6989;c31b4e;30af3a;12119c5
8849;af12ca;312358;992ebe
336;c31b4e;65517e;c65773
8174;10dee64;;cdb1d7
5157;ac5671;83ded7;b017ac
3442;eba88b;6c6dd9;fb36b2
1477;eba88b;6c6dd9;fb36b2
1362;c31b4e;7f70c5;e56e80
5135;1234f1d;781fdd;1054b86
4417;1017101;;fd30a9
4638;e37756;53c031;e3abc2
9021;c31b4e;2dda09;ced83d
3722;c31b4e;54fad0;e56e80
7015;1017101;;12c06d9
5774;f40881;;d0707d
2864;eba88b;6dce4d;abea49
4245;f9129d;;d20730
8687;c31b4e;44be29;e56e80
2106;c31b4e;887d39;e56e80
5848;c31b4e;44520b;e56e80
5478;1234f1d;12299b;d903ee
2575;11c6cd6;;12f5b0f
1090;efccd2;;9bdc00
3677;f93766;;fac7eb
9566;1234f1d;8e6ae0;1054b86
6983;c31b4e;245864;e56e80
3386;1234f1d;8c47f1;fd4ddf
9740;c31b4e;30af3a;12119c5
7708;c31b4e;37246e;b4a275
7977;c31b4e;8ccc01;e56e80
1276;c31b4e;71ddeb;b72333
9420;c31b4e;4b9ad7;e56e80
3633;1234f1d;56bb94;fd4ddf
5958;c31b4e;74ebb5;122944d
8906;1234f1d;15a554;d903ee
6971;ee09b3;;c5c1c4
5414;12d619c;;e7b5b1
7882;121db33;672742;ac9429
5496;c31b4e;f66ff;f6155e
6176;1234f1d;8e6ae0;1054b86
6580;c31b4e;15e0e9;115b511
3170;f9129d;;f37c5c
7952;110628b;548c1e;11a38d2
3193;b6f18c;;117537b
318;af12ca;43b8e4;accf88
9535;c31b4e;65517e;c65773
4153;fb5b6a;;127c7c9
9638;c31b4e;3f774e;f6155e
3507;c31b4e;36e3f3;f6155e
7627;f9129d;;d20730
1521;121db33;4e3184;ac9429
9514;c31b4e;3a1c98;d6f683
1239;1234f1d;2090c5;1054b86
4310;c31b4e;65517e;c65773
2159;f9129d;;f37c5c
7156;c31b4e;97023a;e56e80
9170;fbf527;;e804dd
103;fb5b6a;;127c7c9
8679;c31b4e;74ebb5;fff212
4826;aad375;;106c414
4651;c31b4e;71cac2;e56e80
8945;cbb169;;ebba6f
6595;e37756;3cf09d;e3abc2
2465;f40881;;d0707d
7246;c31b4e;1b18a1;e56e80
5055;b6efef;;ac2b21
8670;c31b4e;229b54;e56e80
8628;c31b4e;71ddeb;b72333
9465;1234f1d;15b418;1054b86
5726;b6f18c;;117537b
5776;b67414;;c8e1b1
7256;e878d4;;ec4385
7982;af12ca;27f4bb;992ebe
9268;c31b4e;6398c6;e56e80
7554;a6bc04;;1128d16
402;103bf7d;672fce;d93ac7
4032;c31b4e;30af3a;12119c5
3419;c31b4e;325fef;e56e80
2609;c31b4e;24389d;e56e80
4342;c31b4e;4a7606;e56e80
9801;11585fb;;eb0a48
3849;c31b4e;908bcb;e7021b
9118;c31b4e;1fbfa5;e56e80
5059;f93766;;fac7eb
1132;c31b4e;6de952;be683c
7029;c31b4e;54fad0;e56e80
4641;c31b4e;887d39;e56e80
9460;c31b4e;21d92d;f6155e
384;110628b;433e87;11a38d2
1115;fb5b6a;;127c7c9
304;1016727;;f91be1
305;1234f1d;8c47f1;fd4ddf
3532;c31b4e;23f650;f6155e
9367;aaf8e3;;bc234e
5518;ac5671;83ded7;b017ac
1015;110628b;394501;11a38d2
8991;c31b4e;380ef0;e56e80
7109;1075e95;;11fe92f
7198;a0a6e9;;d816ca
631;a8e281;;130d281
1861;aad375;;106c414
2905;c31b4e;74ebb5;c7030f
4548;af12ca;2c9e8f;992ebe
8581;113cc98;;c05e55
1673;1234f1d;56bb94;fd4ddf
243;e83aaa;;e1fb2c
9525;af12ca;6049d8;992ebe
8326;c31b4e;8e99a5;e7021b
1341;b6f18c;;117537b
4622;c31b4e;37246e;b4a275
2267;11c9321;;d78799
2580;c31b4e;6de952;be683c
7663;e83aaa;;e1fb2c
6367;c31b4e;1326d0;e56e80
7469;c31b4e;393070;caf0e9
1011;1252eca;;c06f07
7379;e83aaa;;e1fb2c
7538;1016727;;f91be1
4455;1234f1d;12299b;d903ee
4132;f93766;;fac7eb
8771;c31b4e;52b73e;e56e80
7861;ca4168;;ed4362
3040;c31b4e;8bd341;e56e80
2559;c31b4e;3c9dca;e56e80
416;c31b4e;607a45;e56e80
1622;c31b4e;54fad0;e56e80
2173;ac5671;83ded7;b017ac
9894;c31b4e;607a45;e56e80
1867;eba88b;6c6dd9;fb36b2
6421;eba88b;6c6dd9;fb36b2
9976;11391c1;;b8185a
2755;e83aaa;;e1fb2c
9241;1234f1d;15b418;1054b86
891;10cdeb5;;98e66e
2985;c31b4e;61050e;e56e80
727;b67414;;c8e1b1
6230;c31b4e;393070;caf0e9
1749;1017101;;12c06d9
1049;fbf527;;e804dd
4498;1234f1d;779ac8;1054b86
1054;b6efef;;ac2b21
7188;12c1ffb;;999685
9868;1017101;;fd30a9
4316;c31b4e;1fbfa5;e56e80
4875;c31b4e;380ef0;e56e80
8721;c31b4e;54fad0;e56e80
222;eba88b;6c6dd9;fb36b2
2322;c31b4e;54fad0;e56e80
8374;eba88b;87f8f2;abea49
6686;c31b4e;908bcb;e7021b
4799;c31b4e;470e75;f6155e
2017;9cac50;;11352cb
3001;c31b4e;4a7606;e56e80
1265;c31b4e;607a45;e56e80
5544;c31b4e;776e76;10b7947
732;c31b4e;65517e;c65773
9754;1234f1d;2819c1;d903ee
9726;1009bbd;;1248a7a
7263;f5123d;;a2d363
2129;c31b4e;19dc38;ab90ca
2463;c31b4e;71cac2;e56e80
2966;c31b4e;96dee0;ca5e36
4200;c31b4e;8e99a5;e7021b
7005;1234f1d;561765;d903ee
2411;c31b4e;21a759;ef97a6
3352;c31b4e;33ed7a;10b7947
3541;ca9a3a;;f59bb5
9471;c31b4e;44520b;e56e80
587;1234f1d;8e6ae0;1054b86
1229;dcd1fe;;c2f6f0
9295;1234f1d;1ca27d;fd4ddf
6908;1017101;;12c06d9
9664;1234f1d;781fdd;1054b86
1082;c31b4e;776e76;10b7947
3463;af12ca;312358;992ebe
1714;c31b4e;54fad0;e56e80
8787;1234f1d;781fdd;1054b86
2675;1017101;;12c06d9
3847;1016727;;f91be1
5944;c31b4e;44be29;e56e80
5948;b6e9d6;;ae1f35
5606;11f5678;;a3f791
2366;c31b4e;6398c6;e56e80
7759;c31b4e;3a1c98;d6f683
5787;1234f1d;5885ec;fd4ddf
2447;c31b4e;8f242c;e56e80
1999;fa6322;;da8efd
3126;c31b4e;3a1c98;d6f683
6381;c31b4e;2f89a3;f6155e
5844;1017101;;12c06d9
4663;c31b4e;616bb9;af47f1
5693;c31b4e;8f242c;e56e80
9646;c31b4e;65517e;c65773
1534;10879dd;;127805c
264;c31b4e;908bcb;e7021b
6004;c31b4e;786893;e56e80
138;c31b4e;36e3f3;f6155e
7552;12379c8;;e71fe7
8541;1234f1d;58a876;fd4ddf
6188;c31b4e;f66ff;f6155e
3396;c31b4e;8ccc01;e56e80
5106;1234f1d;355315;d903ee
6587;c31b4e;36e3f3;f6155e
7992;eba88b;297174;cde24c
2471;c31b4e;659569;e56e80
5766;c31b4e;607a45;e56e80
2405;1016727;;f91be1
5737;b52b75;;a7ff0c
7355;af12ca;2c9e8f;992ebe
6956;f9129d;;d20730
2101;eba88b;7088b2;abea49
1174;c31b4e;71cac2;e56e80
6460;1234f1d;779ac8;1054b86
4388;c31b4e;229b54;e56e80
2529;c31b4e;f66ff;f6155e
4544;103bf7d;967598;12bec9f
5464;eba88b;6f85a3;124ce1d
8270;c31b4e;978f9b;e56e80
6632;c31b4e;6dbc37;e56e80
3917;c31b4e;6de952;be683c
343;c31b4e;74ebb5;b72333
5563;e83aaa;;e1fb2c
3641;c31b4e;1b18a1;e56e80
1748;12e01ed;;e9abe1
8235;c31b4e;8beef1;e56e80
6232;1234f1d;12299b;d903ee
3135;128934f;;9a7241
7690;113d70a;;efd3cb
2845;c31b4e;6de952;be683c
8433;c31b4e;44be29;e56e80
5555;1234f1d;3cc8d2;fd4ddf
6681;c31b4e;4653ce;1304d52
2965;1234f1d;561765;d903ee
5062;eba88b;38bf98;abea49
4574;a6bc04;;1128d16
3954;1016727;;f91be1
2716;eba88b;4fa5f4;abea49
3228;c31b4e;4a7606;e56e80
4020;1017101;;12c06d9
5519;11ca138;;a83428
5390;c31b4e;2dffbc;f7f7b5
9601;fb5b6a;;127c7c9
2761;c31b4e;2066c7;be683c
1370;c31b4e;37246e;b4a275
9795;eba88b;87f8f2;abea49
5683;a0a6e9;;d816ca
1940;98b12c;;c47542
856;c31b4e;245864;e56e80
3330;c31b4e;61050e;e56e80
2732;98b12c;;c47542
9048;11391c1;;b8185a
5659;bc3181;;f4aacb
6250;e48e27;;f0c3df
7078;c31b4e;2dffbc;f7f7b5
692;c31b4e;23f650;f6155e
8439;1234f1d;2090c5;1054b86
6866;c31b4e;4a7606;e56e80
9572;c31b4e;f66ff;f6155e
5608;eba88b;;1248a7a
1741;f9129d;;f37c5c
837;c31b4e;6398c6;e56e80
4825;f93766;;fac7eb
3084;b67414;;c8e1b1
8971;d3e14f;;bb3b9a
454;c31b4e;44520b;e56e80
6167;c31b4e;2d97a6;dd8d07
6842;fb5b6a;;127c7c9
5065;11c6cd6;;12f5b0f
1052;c31b4e;2dda09;ced83d
8206;1234f1d;56bb94;fd4ddf
4125;1234f1d;15b418;1054b86
9904;ea4552;;11b170d
3031;c31b4e;8f242c;e56e80
4052;110628b;187ee3;11a38d2
6387;c31b4e;229b54;e56e80
3307;c31b4e;7e6fa2;e56e80
5102;1075e95;;11fe92f
1685;c31b4e;245864;e56e80
7356;1234f1d;58a876;fd4ddf
2404;f5874d;;1301f2a
9247;c31b4e;88d31e;ef97a6
8554;11685f5;;c82250
464;121db33;1fb83f;ac9429
1909;121db33;4e3184;ac9429
5627;e83aaa;;e1fb2c
7887;c31b4e;6398c6;e56e80
1618;103bf7d;672fce;b06a61
2618;103bf7d;672fce;d93ac7
347;c31b4e;2dda09;ced83d
4617;9bd92f;;100cd5d
3392;1234f1d;3fddc5;1054b86
677;eba88b;6c6dd9;fb36b2
319;c31b4e;908bcb;e7021b
9255;11c6cd6;;12f5b0f
2623;1234f1d;239fcc;d903ee
8293;c31b4e;36e3f3;f6155e
4589;c31b4e;19dc38;ab90ca
6113;1234f1d;4f591b;fd4ddf
2012;b20bd3;;bc0ef1
5792;c31b4e;200d3c;e56e80
7629;c31b4e;380ef0;e56e80
6874;c31b4e;776e76;10b7947
7314;c31b4e;3a1c98;d6f683
9896;f6ace6;;12e92b6
8715;c31b4e;2dffbc;f7f7b5
4043;c31b4e;247d24;f6155e
7432;128934f;;9a7241
9980;c31b4e;5f9c68;9cdb77
524;af12ca;21e52f;992ebe
3693;98e2ae;;a53dfd
1683;103bf7d;71f42c;d93ac7
1585;a3bc87;;113aa2a
784;c31b4e;5f9c68;9cdb77
1960;b6efef;;ac2b21
2889;eba88b;1c8a80;abea49
33;eba88b;6557ae;fb36b2
4216;c31b4e;21d92d;f6155e
8536;a7c052;;a1e35c
338;c31b4e;2f1b83;c1ffd0
7479;c31b4e;2dffbc;f7f7b5
405;eba88b;102f73;f55fca
8754;c31b4e;97023a;e56e80
4906;c31b4e;36e3f3;f6155e
4270;12b5af7;;1290a7f
1584;c31b4e;72d399;ef97a6
9;fb5b6a;;127c7c9
3689;1234f1d;5885ec;fd4ddf
7457;af12ca;3a5545;124b6f2
4479;11ccab3;;eaae8d
899;eba88b;8161cb;10b11be
2050;c31b4e;28d2d6;e56e80
4670;eba88b;8161cb;10b11be
6245;c31b4e;8f242c;e56e80
4716;9bbbd5;;1037572
23;1017101;;fd30a9
7170;113cc98;;c05e55
6897;1234f1d;58a876;fd4ddf
4782;f93766;;fac7eb
8595;c31b4e;23f9c2;f6155e
7079;c31b4e;8ccc01;e56e80
7282;b67414;;c8e1b1
2178;121db33;1fb83f;ac9429
2500;1017101;;fd30a9
2632;af12ca;27f4bb;992ebe
7312;128934f;;9a7241
7975;c31b4e;6b4b8f;df194e
5505;f93766;;fac7eb
5658;c31b4e;36e3f3;f6155e
8287;1234f1d;779ac8;1054b86
6892;c31b4e;f66ff;f6155e
2147;c31b4e;1b18a1;e56e80
8792;ac5671;33ffc7;b017ac
6449;c31b4e;8ccc01;e56e80
7499;10dee64;;cdb1d7
7991;c31b4e;23f9c2;f6155e
3127;eba88b;4fa5f4;abea49
3379;1234f1d;58a876;fd4ddf
8218;c31b4e;71ddeb;b72333
1851;c31b4e;2dffbc;f7f7b5
266;1234f1d;8e6ae0;1054b86
3755;b6f18c;;117537b
4293;c31b4e;1fbfa5;e56e80
550;c31b4e;2d97a6;dd8d07
1802;c31b4e;4a7606;e56e80
215;c31b4e;f66ff;f6155e
838;1016737;;12270af
1279;c31b4e;2d97a6;dd8d07
3154;d52aa3;;ed413a
6066;1234f1d;37e04e;1054b86
7506;9bd92f;;100cd5d
6502;c31b4e;5f9c68;9cdb77
6175;c31b4e;607a45;e56e80
9052;c31b4e;2dffbc;f7f7b5
8668;f93766;;fac7eb
7614;ac5671;808618;b017ac
6560;c31b4e;6de952;be683c
7471;e83aaa;;e1fb2c
8513;c31b4e;8ccc01;e56e80
1393;c31b4e;7bb66a;e56e80
3140;c31b4e;626fb3;e56e80
9737;1234f1d;8e6ae0;1054b86
1589;c31b4e;6dbc37;e56e80
2072;c31b4e;71ddeb;b72333
6050;1234f1d;781fdd;1054b86
5105;c31b4e;908bcb;e7021b
8865;10dee64;;cdb1d7
4401;c31b4e;24389d;e56e80
200;c31b4e;1b18a1;e56e80
4704;e13444;;1004a21
5913;eba88b;6c6dd9;fb36b2
3382;eba88b;354493;abea49
5017;11f5678;;a3f791
3026;c31b4e;7e6fa2;e56e80
1256;c31b4e;978f9b;e56e80
9922;ea4552;;11b170d
7523;fb5b6a;;127c7c9
630;121852c;;aab14a
3976;1234f1d;8e6ae0;1054b86
8151;c31b4e;7bb66a;e56e80
1329;c31b4e;7e6fa2;e56e80
1077;af12ca;2c9e8f;992ebe
4901;af12ca;660d08;992ebe
1619;aad375;;106c414
1540;1234f1d;5885ec;fd4ddf
3025;119a220;;d9be14
7658;c31b4e;54fad0;e56e80
626;c31b4e;607a45;e56e80
6852;eba88b;869d02;10b11be
355;c31b4e;2d97a6;dd8d07
9599;f9129d;;a94bd3
7674;1234f1d;7e45da;fd4ddf
4519;c31b4e;4a7606;e56e80
8781;c31b4e;f66ff;f6155e
9263;e42b42;;cc268e
1724;c31b4e;1b18a1;e56e80
4169;1270011;;b0b7b5
7870;b67414;;c8e1b1
1977;110628b;618bf9;11a38d2
5837;af12ca;554987;accf88
6200;c31b4e;5f9c68;9cdb77
279;c31b4e;221ceb;e56e80
3443;eba88b;6f85a3;bb66d3
